code,name
132627,丰宁满族自治县
132628,隆化县
132629,围场满族蒙古族自治县
132700,唐山地区
132701,秦皇岛市
132702,海港区
132703,山海关区
132704,北戴河区
132705,郊区
132721,丰润县
132722,丰南县
132723,滦县
132724,滦南县
132725,乐亭县
132726,昌黎县
132727,抚宁县
132728,卢龙县
132729,迁安县
132730,迁西县
132731,遵化县
132732,玉田县
132733,唐海县
132800,廊坊地区
132801,廊坊市
132821,三河县
132822,大厂回族自治县
132823,香河县
132824,安次县
132825,永清县
132826,固安县
132827,霸县
132828,文安县
132829,大城县
132900,沧州地区
132901,沧州市
132902,泊头市
132903,任丘市
132904,黄骅市
132905,河间市
132921,沧县
132922,河间县
132923,肃宁县
132924,献县
132925,交河县
132926,吴桥县
132927,东光县
132928,南皮县
132929,盐山县
132930,黄骅县
132931,孟村回族自治县
132932,青县
132933,任丘县
132934,海兴县
133000,衡水地区
133001,衡水市
133002,冀州市
133003,深州市
133021,衡水县
133022,冀县
133023,枣强县
133024,武邑县
133025,深县
133026,武强县
133027,饶阳县
133028,安平县
133029,故城县
133030,景县
133031,阜城县
133100,雄安新区
139000,省直辖单位
139001,武安市
139002,霸州市
139003,遵化市
139004,辛集市
139005,藁城市
139006,晋州市
139007,新乐市
139008,泊头市
139009,任丘市
139010,黄骅市
139011,河间市
139012,三河市
139013,南宫市
139014,沙河市
139015,定州市
139016,涿州市
139017,安国市
139018,高碑店市
139019,鹿泉市
139020,丰南市
140101,市辖区
140102,南城区
140103,北城区
140104,河西区
140111,古交工矿区
140112,南郊区
140113,北郊区
140120,市区
140201,市辖区
140202,城区
140203,矿区
140211,南郊区
140227,大同县
140230,左云县
140232,大同县
140301,市辖区
140401,市辖区
140402,城区
140411,郊区
140421,长治县
140422,潞城县
140424,屯留县
140481,潞城市
140501,市辖区
140503,郊区
140511,郊区
140523,高平县
140601,市辖区
140624,怀仁县
140701,市辖区
140726,太谷县
140801,市辖区
140901,市辖区
141001,市辖区
141101,市辖区
142100,雁北地区
142121,阳高县
142122,天镇县
142123,广灵县
142124,灵丘县
142125,浑源县
142126,应县
142127,山阴县
142128,朔县
142129,平鲁县
142130,左云县
142131,右玉县
142132,大同县
142133,怀仁县
142200,忻州地区
142201,忻州市
142202,原平市
142221,忻县
142222,定襄县
142223,五台县
142224,原平县
142225,代县
142226,繁峙县
142227,宁武县
142228,静乐县
142229,神池县
142230,五寨县
142231,岢岚县
142232,河曲县
142233,保德县
142234,偏关县
142300,吕梁地区
142301,孝义市
142302,离石市
142303,汾阳市
142321,汾阳县
142322,文水县
142323,交城县
142324,孝义县
142325,兴县
142326,临县
142327,柳林县
142328,石楼县
142329,岚县
142330,方山县
142331,离石县
142332,中阳县
142333,交口县
142400,晋中地区
142401,榆次市
142402,介休市
142421,榆社县
142422,左权县
142423,和顺县
142424,昔阳县
142425,平定县
142426,盂县
142427,寿阳县
142428,榆次县
142429,太谷县
142430,祁县
142431,平遥县
142432,介休县
142433,灵石县
142500,晋东南地区
142501,晋城市
142521,长治县
142522,潞城县
142523,屯留县
142524,长子县
142525,沁水县
142526,阳城县
142527,晋城县
142528,高平县
142529,陵川县
142530,壶关县
142531,平顺县
142532,黎城县
142533,武乡县
142534,襄垣县
142535,沁县
142536,沁源县
142600,临汾地区
142601,临汾市
142602,侯马市
142603,霍州市
142621,曲沃县
142622,翼城县
142623,襄汾县
142624,临汾县
142625,洪洞县
142626,霍县
142627,古县
142628,安泽县
142629,浮山县
142630,吉县
142631,乡宁县
142632,蒲县
142633,大宁县
142634,永和县
142635,隰县
142636,汾西县
142700,运城地区
142701,运城市
142702,永济市
142703,河津市
142721,运城县
142722,永济县
142723,芮城县
142724,临猗县
142725,万荣县
142726,新绛县
142727,稷山县
142728,河津县
142729,闻喜县
142730,夏县
142731,绛县
142732,平陆县
142733,垣曲县
149000,省直辖单位
149001,古交市
149002,高平市
149003,潞城市
150101,市辖区
150120,市区
150201,市辖区
150220,市区
150301,市辖区
150401,市辖区
150427,赤峰县
150501,市辖区
150601,鄂尔多斯市
150701,市辖区
150801,市辖区
150901,市辖区
152100,呼伦贝尔盟
152101,海拉尔市
152102,满洲里市
152103,扎兰屯市
152104,牙克石市
152105,根河市
152106,额尔古纳市
152121,布特哈旗
152122,阿荣旗
152123,莫力达瓦达斡尔族自治旗
152124,喜桂图旗
152125,额尔古纳右旗
152126,额尔古纳左旗
152127,鄂伦春自治旗
152128,鄂温克族自治旗
152129,新巴尔虎右旗
152130,新巴尔虎左旗
152131,陈巴尔虎旗
152300,哲里木盟
152301,通辽市
152302,霍林郭勒市
152321,通辽县
152322,科尔沁左翼中旗
152323,科尔沁左翼后旗
152324,开鲁县
152325,库伦旗
152326,奈曼旗
152327,扎鲁特旗
152400,昭乌达盟
152401,赤峰市
152421,阿鲁科尔沁旗
152422,巴林左旗
152423,巴林右旗
152424,林西县
152425,克什克腾旗
152426,翁牛特旗
152427,赤峰县
152428,喀喇沁旗
152429,宁城县
152430,敖汉旗
152431,阿鲁科尔沁旗
152521,阿巴哈纳尔旗
152600,乌兰察布盟
152601,集宁市
152602,丰镇市
152621,武川县
152622,和林格尔县
152623,清水河县
152624,卓资县
152625,化德县
152626,商都县
152627,兴和县
152628,丰镇县
152629,凉城县
152630,察哈尔右翼前旗
152631,察哈尔右翼中旗
152632,察哈尔右翼后旗
152633,达尔罕茂明安联合旗
152634,四子王旗
152700,伊克昭盟
152701,东胜市
152721,东胜县
152722,达拉特旗
152723,准格尔旗
152724,鄂托克前旗
152725,鄂托克旗
152726,杭锦旗
152727,乌审旗
152728,伊金霍洛旗
152800,巴彦淖尔盟
152801,临河市
152821,临河县
152822,五原县
152823,磴口县
152824,乌拉特前旗
152825,乌拉特中旗
152826,乌拉特后旗
152827,杭锦后旗
152828,丰镇县
152829,凉城县
152830,察哈尔右翼前旗
152831,察哈尔右翼中旗
152832,察哈尔右翼后旗
152833,达尔罕茂明安联合旗
152834,四子王旗
210101,市辖区
210120,市区
210121,新民县
210122,辽中县
210201,市辖区
210219,瓦房店市
210220,市区
210221,金县
210222,新金县
210223,复县
210225,庄河县
210282,普兰店市
210301,市辖区
210319,海城市
210320,市区
210322,海城县
210401,市辖区
210420,市区
210501,市辖区
210511,立新区
210520,市区
210601,市辖区
210620,市区
210621,凤城满族自治县
210622,岫岩满族自治县
210623,东沟县
210701,市辖区
210704,南票区
210705,葫芦岛区
210706,太和区
210719,锦西市
210720,市区
210721,锦西县
210722,兴城县
210723,绥中县
210724,锦县
210725,北镇满族自治县
210801,市辖区
210812,鲅鱼圈区
210820,市区
210821,营口县
210822,盘山县
210823,大洼县
210824,盖县
210901,市辖区
210920,市区
211001,市辖区
211020,市区
211022,灯塔县
211101,市辖区
211111,郊区
211121,大洼县
211201,市辖区
211203,铁法区
211222,开原县
211225,康平县
211226,法库县
211301,市辖区
211319,北票市
211323,凌源县
211325,建昌县
211326,北票县
211401,市辖区
211405,葫芦岛区
212100,铁岭地区
212101,铁岭市
212102,铁法市
212121,铁岭县
212122,开原县
212123,西丰县
212124,昌图县
212125,康平县
212126,法库县
212200,朝阳地区
212201,朝阳市
212221,朝阳县
212222,建平县
212223,凌源县
212224,喀喇沁左翼蒙古族自治县
212225,建昌县
212226,北票县
219001,瓦房店市
219002,海城市
219003,锦西市
219004,兴城市
219005,铁法市
219006,北票市
219007,开原市
219008,普兰店市
219009,凌源市
219010,庄河市
219011,大石桥市
219012,盖州市
219013,新民市
219014,东港市
219015,凌海市
219016,凤城市
220101,市辖区
220111,郊区
220120,市区
220121,榆树县
220123,九台县
220124,德惠县
220125,双阳县
220181,九台市
220201,市辖区
220205,丰满区
220220,市区
220222,舒兰县
220223,磐石县
220224,蛟河县
220225,桦甸县
220301,市辖区
220319,公主岭市
220321,怀德县
220324,双辽县
220381,公主岭市
220401,市辖区
220501,市辖区
220519,梅河口市
220522,集安县
220601,市辖区
220603,三岔子区
220604,临江区
220624,临江县
220625,江源县
220701,市辖区
220724,扶余县
220801,市辖区
222100,四平地区
222101,四平市
222102,辽源市
222121,怀德县
222122,梨树县
222123,伊通满族自治县
222124,东丰县
222125,双辽县
222200,通化地区
222201,通化市
222202,浑江市
222221,海龙县
222222,通化县
222223,柳河县
222224,辉南县
222225,集安县
222226,抚松县
222227,靖宇县
222228,长白朝鲜族自治县
222300,白城地区
222301,白城市
222302,洮南市
222303,扶余市
222304,大安市
222321,扶余县
222322,洮安县
222323,长岭县
222324,前郭尔罗斯蒙古族自治县
222325,大安县
222326,镇赉县
222327,通榆县
222328,乾安县
222421,龙井县
222422,敦化县
222423,和龙县
222425,珲春县
222427,龙井县
222500,德惠地区
222521,榆树县
222522,农安县
222523,九台县
222524,德惠县
222525,双阳县
222600,永吉地区
222621,永吉县
222622,舒兰县
222623,磐石县
222624,蛟河县
222625,桦甸县
229000,省直辖行政单位
229001,公主岭市
229002,梅河口市
229003,集安市
229004,桦甸市
229005,九台市
229006,蛟河市
229007,榆树市
229008,舒兰市
229009,大安市
229010,洮南市
229011,临江市
229012,德惠市
230101,市辖区
230105,太平区
230106,香坊区
230107,动力区
230119,阿城市
230121,呼兰县
230122,阿城县
230181,阿城市
230182,双城市
230201,市辖区
230222,讷河县
230226,杜尔伯特蒙古族自治县
230228,林甸县
230301,市辖区
230322,虎林县
230401,市辖区
230501,市辖区
230504,岭西区
230507,兴山区
230601,市辖区
230701,市辖区
230702,伊春区
230703,南岔区
230704,友好区
230705,西林区
230706,翠峦区
230707,新青区
230708,美溪区
230709,金山屯区
230710,五营区
230711,乌马河区
230712,汤旺河区
230713,带岭区
230714,乌伊岭区
230715,红星区
230716,上甘岭区
230720,伊春地区
230721,铁力县
230801,市辖区
230802,永红区
230821,富锦县
230823,依兰县
230824,友谊县
230825,集贤县
230827,宝清县
230829,绥滨县
230830,萝北县
230831,同江县
230832,饶河县
230833,抚远县
230834,友谊县
230901,市辖区
231001,市辖区
231006,爱民区
231007,阳明区
231011,郊区
231020,绥芬河市
231021,宁安县
231022,海林县
231023,穆棱县
231024,东宁县
231026,密山县
231027,虎林县
231082,密山市
231101,市辖区
231121,嫩江县
231122,德都县
231201,市辖区
232100,松花江地区
232101,双城市
232102,尚志市
232103,五常市
232121,阿城县
232122,宾县
232123,呼兰县
232124,双城县
232125,五常县
232126,巴彦县
232127,木兰县
232128,通河县
232129,尚志县
232130,方正县
232131,延寿县
232132,绥棱县
232200,嫩江地区
232221,龙江县
232222,讷河县
232223,依安县
232224,泰来县
232225,甘南县
232226,杜尔伯特蒙古族自治县
232227,富裕县
232228,林甸县
232229,克山县
232230,克东县
232231,拜泉县
232300,绥化地区
232301,绥化市
232302,安达市
232303,肇东市
232304,海伦市
232321,海伦县
232322,肇东县
232323,绥化县
232324,望奎县
232325,兰西县
232326,青冈县
232327,安达县
232328,肇源县
232329,肇州县
232330,庆安县
232331,明水县
232332,绥棱县
232400,合江地区
232401,佳木斯市
232402,七台河市
232403,永红区
232404,向阳区
232405,前进区
232406,东风区
232411,郊区
232421,富锦县
232422,桦南县
232423,依兰县
232424,勃利县
232425,集贤县
232426,桦川县
232427,宝清县
232428,汤原县
232429,绥滨县
232430,萝北县
232431,同江县
232432,饶河县
232433,抚远县
232500,牡丹江地区
232501,牡丹江市
232502,绥芬河市
232503,东安区
232504,先锋区
232505,爱民区
232506,阳明区
232511,郊区
232521,宁安县
232522,海林县
232523,穆棱县
232524,东宁县
232525,林口县
232526,鸡东县
232527,密山县
232528,虎林县
232581,绥芬河市
232600,黑河地区
232601,黑河市
232602,北安市
232603,五大连池市
232621,北安县
232622,嫩江县
232623,德都县
232624,爱辉县
232625,逊克县
232626,孙吴县
232627,通北县
232702,松岭区
232703,新林区
232704,呼中区
232723,漠河县
232724,漠河县
232761,加格达奇区
232762,松岭区
232763,新林区
232764,呼中区
239000,省直辖行政单位
239001,绥芬河市
239002,阿城市
239003,同江市
239004,富锦市
239005,铁力市
239006,密山市
239007,海林市
239008,讷河市
239009,北安市
239010,五大连池市
239011,宁安市
310100,市辖区
310102,南市区
310103,卢湾区
310108,闸北区
310111,吴淞区
310119,南汇区
310201,上海县
310202,嘉定县
310203,宝山县
310204,川沙县
310205,南汇县
310206,奉贤县
310207,松江县
310208,金山县
310209,青浦县
310210,崇明县
310221,上海县
310222,嘉定县
310223,宝山县
310224,川沙县
310225,南汇县
310226,奉贤县
310227,松江县
310228,金山县
310229,青浦县
310230,崇明县
320101,市辖区
320103,白下区
320107,下关区
320112,大厂区
320120,市区
320121,江宁县
320122,江浦县
320123,六合县
320124,溧水县
320125,高淳县
320126,江都县
320201,市辖区
320202,崇安区
320203,南长区
320204,北塘区
320212,马山区
320219,江阴县
320221,江阴县
320222,无锡县
320223,宜兴县
320283,锡山市
320301,市辖区
320304,九里区
320323,铜山县
320325,邳县
320326,新沂县
320401,市辖区
320403,广化区
320405,戚墅堰区
320419,武进市
320421,武进县
320422,金坛县
320423,溧阳县
320482,金坛市
320483,武进市
320501,市辖区
320502,沧浪区
320503,平江区
320504,金阊区
320511,郊区
320520,常熟市
320521,沙洲县
320522,太仓县
320523,昆山县
320524,吴县
320525,吴江县
320584,吴江市
320586,吴县市
320601,市辖区
320602,崇川区
320603,港闸区
320610,海门区
320611,港闸区
320621,海安县
320622,如皋县
320624,南通县
320625,海门县
320626,启东县
320683,通州市
320684,海门市
320701,市辖区
320702,新海区
320704,云台区
320705,新浦区
320711,郊区
320721,赣榆县
320801,市辖区
320802,清河区
320811,清浦区
320819,宿迁市
320821,淮阴县
320822,灌南县
320823,沭阳县
320824,宿迁县
320825,泗阳县
320827,泗洪县
320828,淮安县
320829,洪泽县
320881,宿迁市
320882,淮安市
320901,市辖区
320911,郊区
320919,东台市
320926,大丰县
320927,东台县
320928,盐都县
320982,大丰市
321001,市辖区
321011,维扬区(郊区)
321019,仪征市
321020,泰州市
321021,兴化县
321022,高邮县
321024,靖江县
321025,泰兴县
321026,江都县
321027,邗江县
321028,泰县
321029,仪征县
321082,泰州市
321083,兴化市
321085,泰兴市
321086,靖江市
321087,姜堰市
321088,江都市
321101,市辖区
321119,丹阳市
321121,丹徒县
321122,丹阳县
321123,句容县
321124,扬中县
321201,市辖区
321284,姜堰市
321301,市辖区
321321,宿豫县
322100,徐州地区
322121,丰县
322122,沛县
322123,铜山县
322124,睢宁县
322125,邳县
322126,新沂县
322127,东海县
322128,赣榆县
322200,淮阴地区
322201,清江市
322221,淮阴县
322222,灌云县
322223,灌南县
322224,沭阳县
322225,宿迁县
322226,泗阳县
322227,涟水县
322228,泗洪县
322229,淮安县
322230,洪泽县
322231,盱眙县
322232,金湖县
322300,盐城地区
322321,响水县
322322,滨海县
322323,阜宁县
322324,射阳县
322325,建湖县
322326,盐城县
322327,大丰县
322328,东台县
322400,扬州地区
322401,扬州市
322402,泰州市
322421,兴化县
322422,高邮县
322423,宝应县
322424,靖江县
322425,泰兴县
322426,江都县
322427,邗江县
322428,泰县
322429,仪征县
322500,南通地区
322521,海安县
322522,如皋县
322523,如东县
322524,南通县
322525,海门县
322526,启东县
322600,镇江地区
322601,镇江市
322621,丹徒县
322622,武进县
322623,丹阳县
322624,句容县
322625,金坛县
322626,溧水县
322627,高淳县
322628,溧阳县
322629,宜兴县
322630,扬中县
322700,苏州地区
322721,江阴县
322722,无锡县
322723,沙洲县
322724,常熟县
322725,太仓县
322726,昆山县
322727,吴县
322728,吴江县
329000,省直辖行政单位
329001,泰州市
329002,仪征市
329003,常熟市
329004,张家港市
329005,江阴市
329006,宿迁市
329007,丹阳市
329008,东台市
329009,兴化市
329010,淮安市
329011,宜兴市
329012,昆山市
329013,启东市
329014,新沂市
329015,溧阳市
329016,如皋市
329017,高邮市
329018,吴江市
329019,邳州市
329020,泰兴市
329021,通州市
329022,太仓市
329023,靖江市
329024,金坛市
329025,江都市
329026,海门市
329027,扬中市
329028,姜堰市
330101,市辖区
330103,下城区
330104,江干区
330107,半山区
330120,市区
330121,萧山县
330123,富阳县
330124,临安县
330125,余杭县
330126,建德县
330181,萧山市
330183,富阳市
330184,余杭市
330185,临安市
330201,市辖区
330202,镇明区
330204,江东区
330207,鄞州区
330219,余姚市
330220,市区
330221,镇海县
330222,慈溪县
330223,余姚县
330224,奉化县
330227,鄞县
330283,奉化市
330301,市辖区
330320,市区
330321,瓯海县
330322,洞头县
330323,乐清县
330325,瑞安县
330401,市辖区
330419,海宁市
330422,平湖县
330423,海宁县
330425,桐乡县
330501,市辖区
330511,郊区
330601,市辖区
330621,绍兴县
330622,上虞县
330623,嵊县
330625,诸暨县
330682,上虞市
330701,市辖区
330719,兰溪市
330721,金华县
330722,永康县
330724,东阳县
330725,义乌县
330801,市辖区
330821,衢县
330823,江山县
330901,市辖区
331001,市辖区
331021,玉环县
331101,市辖区
332100,嘉兴地区
332101,湖州市
332102,嘉兴市
332121,嘉善县
332122,平湖县
332123,海宁县
332124,海盐县
332125,桐乡县
332126,德清县
332127,长兴县
332128,安吉县
332129,长兴县
332130,安吉县
332200,宁波地区
332221,慈溪县
332222,余姚县
332223,奉化县
332224,象山县
332225,宁海县
332226,鄞县
332227,镇海县
332300,绍兴地区
332301,绍兴市
332321,绍兴县
332322,上虞县
332323,嵊县
332324,新昌县
332325,诸暨县
332400,金华地区
332401,金华市
332402,衢州市
332421,兰溪县
332422,永康县
332423,武义县
332424,东阳县
332425,义乌县
332426,浦江县
332427,常山县
332428,江山县
332429,开化县
332430,龙游县
332431,磐安县
332500,丽水地区
332501,丽水市
332502,龙泉市
332521,丽水县
332522,青田县
332523,云和县
332524,龙泉县
332525,庆元县
332526,缙云县
332527,遂昌县
332528,松阳县
332529,景宁畲族自治县
332530,江山县
332531,开化县
332581,龙泉市
332582,丽水市
332600,台州地区
332601,椒江市
332602,临海市
332603,黄岩市
332604,温岭市
332621,临海县
332622,黄岩县
332623,温岭县
332624,仙居县
332625,天台县
332626,三门县
332627,玉环县
332700,舟山地区
332701,椒江市
332721,定海县
332722,普陀县
332723,岱山县
332724,嵊泗县
332725,天台县
332726,三门县
332727,玉环县
332800,舟山地区
332821,定海县
332822,普陀县
332823,岱山县
332824,嵊泗县
339000,省直辖行政单位
339001,余姚市
339002,海宁市
339003,兰溪市
339004,瑞安市
339005,萧山市
339006,江山市
339007,义乌市
339008,东阳市
339009,慈溪市
339010,奉化市
339011,诸暨市
339012,平湖市
339013,建德市
339014,永康市
339015,上虞市
339016,桐乡市
339017,乐清市
339018,临海市
339019,富阳市
339020,温岭市
339021,余杭市
340101,市辖区
340120,市区
340201,市辖区
340203,弋江区
340204,新芜区
340205,裕溪口区
340206,四褐山区
340208,三山区
340211,郊区
340220,市区
340221,芜湖县
340222,繁昌县
340224,青阳县
340225,无为县
340301,市辖区
340401,市辖区
340420,市区
340501,市辖区
340502,金家庄区
340505,向山区
340511,郊区
340601,市辖区
340611,郊区
340620,市区
340701,市辖区
340702,铜官山区
340703,狮子山区
340704,铜山区
340720,市区
340721,铜陵县
340801,市辖区
340821,桐城县
340823,枞阳县
340824,潜山县
340900,省直辖行政单位
340901,黄山市
341001,市辖区
341101,市辖区
341121,天长县
341123,滁县
341127,嘉山县
341201,市辖区
341223,涡阳县
341224,蒙城县
341227,利辛县
341281,亳州市
341301,市辖区
341400,巢湖市
341401,市辖区
341402,居巢区
341421,庐江县
341422,无为县
341423,含山县
341424,和县
341501,市辖区
341521,寿县
341601,市辖区
341701,市辖区
341801,市辖区
341822,广德县
342100,阜阳地区
342101,阜阳市
342102,亳州市
342103,界首市
342121,阜阳县
342122,临泉县
342123,太和县
342124,涡阳县
342125,蒙城县
342126,亳县
342127,阜南县
342128,颍上县
342129,界首县
342130,利辛县
342200,宿县地区
342201,宿州市
342221,砀山县
342222,萧县
342223,宿县
342224,灵璧县
342225,泗县
342226,怀远县
342227,五河县
342228,固镇县
342300,滁县地区
342301,滁州市
342321,天长县
342322,来安县
342323,滁县
342324,全椒县
342325,定远县
342326,凤阳县
342327,嘉山县
342400,六安地区
342401,六安市
342421,六安县
342422,寿县
342423,霍邱县
342424,肥西县
342425,舒城县
342426,金寨县
342427,霍山县
342500,宣城地区
342501,宣州市
342502,宁国市
342521,宣城县
342522,郎溪县
342523,广德县
342524,宁国县
342525,当涂县
342526,繁昌县
342527,南陵县
342528,青阳县
342529,泾县
342530,旌德县
342531,绩溪县
342600,巢湖地区
342601,巢湖市
342621,肥东县
342622,庐江县
342623,无为县
342624,巢县
342625,含山县
342626,和县
342700,徽州地区
342701,屯溪市
342721,绩溪县
342722,旌德县
342723,歙县
342724,休宁县
342725,黟县
342726,祁门县
342727,太平县
342728,石台县
342800,安庆地区
342821,怀宁县
342822,桐城县
342823,枞阳县
342824,潜山县
342825,太湖县
342826,宿松县
342827,望江县
342828,岳西县
342829,东至县
342830,贵池县
342831,石台县
342900,池州地区
342901,贵池市
342921,东至县
342922,石台县
342923,青阳县
342931,石台县
349001,天长市
349002,明光市
350101,市辖区
350120,市区
350126,长乐县
350127,福清县
350182,长乐市
350201,市辖区
350202,鼓浪屿区
350204,开元区
350220,市区
350221,同安县
350301,市辖区
350321,莆田县
350401,市辖区
350402,梅列区
350403,三元区
350420,永安市
350422,永安县
350427,沙县
350501,市辖区
350522,晋江县
350523,南安县
350601,市辖区
350619,漳州开发区
350621,龙海县
350625,长泰县
350681,龙海市
350701,市辖区
350784,建阳市
350801,市辖区
350822,永定县
350901,市辖区
350909,闽东华侨经济开发区
352100,南平地区
352101,南平市
352102,邵武市
352103,武夷山市
352104,建瓯市
352105,建阳市
352121,顺昌县
352122,建阳县
352123,建瓯县
352124,浦城县
352125,邵武县
352126,崇安县
352127,光泽县
352128,松溪县
352129,政和县
352200,宁德地区
352201,宁德市
352202,福安市
352203,福鼎市
352221,宁德县
352222,连江县
352223,罗源县
352224,福鼎县
352225,霞浦县
352226,福安县
352227,古田县
352228,屏南县
352229,寿宁县
352230,周宁县
352231,柘荣县
352300,莆田地区
352321,闽清县
352322,永泰县
352323,长乐县
352324,福清县
352325,平潭县
352326,莆田县
352327,仙游县
352328,屏南县
352329,寿宁县
352330,周宁县
352331,柘荣县
352400,晋江地区
352401,泉州市
352421,惠安县
352422,晋江县
352423,南安县
352424,安溪县
352425,永春县
352426,德化县
352427,金门县
352500,龙溪地区
352501,漳州市
352521,龙海县
352522,云霄县
352523,漳浦县
352524,诏安县
352525,长泰县
352526,东山县
352527,南靖县
352528,平和县
352529,华安县
352600,龙岩地区
352601,龙岩市
352602,漳平市
352621,龙岩县
352622,长汀县
352623,永定县
352624,上杭县
352625,武平县
352626,漳平县
352627,连城县
352628,平和县
352629,华安县
352700,三明地区
352701,三明市
352721,明溪县
352722,永安县
352723,清流县
352724,宁化县
352725,大田县
352726,尤溪县
352727,沙县
352728,将乐县
352729,泰宁县
352730,建宁县
352800,三明地区
352801,三明市
352821,明溪县
352822,永安县
352823,清流县
352824,宁化县
352825,大田县
352826,尤溪县
352827,沙县
352828,将乐县
352829,泰宁县
352830,建宁县
359000,省直辖行政单位
359001,永安市
359002,石狮市
359003,福清市
359004,晋江市
359005,南安市
359006,龙海市
359007,邵武市
359008,武夷山市
359009,建瓯市
359010,建阳市
359011,长乐市
360101,市辖区
360105,湾里区
360120,市区
360122,新建县
360201,市辖区
360211,鹅湖区
360212,蛟潭区
360221,乐平县
360301,市辖区
360311,上栗区
360312,芦溪区
360401,市辖区
360411,郊区
360421,九江县
360422,瑞昌县
360427,星子县
360501,市辖区
360601,市辖区
360621,贵溪县
360622,余江县
360701,市辖区
360721,赣县
360727,龙南县
360782,南康市
360801,市辖区
360901,市辖区
361001,市辖区
361029,东乡县
361101,市辖区
361121,上饶县
361122,广丰县
362100,赣州地区
362101,赣州市
362102,瑞金市
362103,南康市
362121,赣县
362122,南康县
362123,信丰县
362124,大余县
362125,上犹县
362126,崇义县
362127,安远县
362128,龙南县
362129,定南县
362130,全南县
362131,宁都县
362132,于都县
362133,兴国县
362134,瑞金县
362135,会昌县
362136,寻乌县
362137,石城县
362138,广昌县
362200,宜春地区
362201,宜春市
362202,丰城市
362203,樟树市
362204,高安市
362221,丰城县
362222,高安县
362223,清江县
362224,新余县
362225,宜春县
362226,奉新县
362227,万载县
362228,上高县
362229,宜丰县
